,,table 1,,,table 2,,,,,table 3,
,,rule octect,rule number,,ruleoctect parent,rulenumber parent,ruleoctect child,rulenuber child,,rulenumber parent,rulenuber child
,,,,,00011000,24,00011101,29,,24,29
,,,,,00011000,24,00011110,30,,24,30
,,,,,00011000,24,00011111,31,,24,31
,,,,,00011000,24,00111000,56,,24,56
,,,,,00011000,24,00111001,57,,24,57
,,,,,00011000,24,00111010,58,,24,58
,,,,,00011000,24,00111011,59,,24,59
,,,,,00011000,24,00111100,60,,24,60
,,,,,00011000,24,00111101,61,,24,61
,,,,,00011000,24,00111110,62,,24,62
,,,,,00011000,24,00111111,63,,24,63
,,,,,00011000,24,01011000,88,,24,88
,,,,,00011000,24,01011001,89,,24,89
,,,,,00011000,24,01011010,90,,24,90
,,,,,00011000,24,01011011,91,,24,91
,,,,,00011000,24,01011100,92,,24,92
,,,,,00011000,24,01011101,93,,24,93
,,,,,00011000,24,01011110,94,,24,94
,,,,,00011000,24,01011111,95,,24,95
,,,,,00011000,24,01111000,120,,24,120
,,,,,00011000,24,01111001,121,,24,121
,,,,,00011000,24,01111010,122,,24,122
,,,,,00011000,24,01111011,123,,24,123
,,,,,00011000,24,01111100,124,,24,124
,,,,,00011000,24,01111101,125,,24,125
,,,,,00011000,24,01111110,126,,24,126
,,,,,00011000,24,01111111,127,,24,127
,,,,,00011000,24,10011000,152,,24,152
,,,,,00011000,24,10011001,153,,24,153
,,,,,00011000,24,10011010,154,,24,154
,,,,,00011000,24,10011011,155,,24,155
,,,,,00011000,24,10011100,156,,24,156
,,,,,00011000,24,10011101,157,,24,157
,,,,,00011000,24,10011110,158,,24,158
,,,,,00011000,24,10011111,159,,24,159
,,,,,00011000,24,10111000,184,,24,184
,,,,,00011000,24,10111001,185,,24,185
,,,,,00011000,24,10111010,186,,24,186
,,,,,00011000,24,10111011,187,,24,187
,,,,,00011000,24,10111100,188,,24,188
,,,,,00011000,24,10111101,189,,24,189
,,,,,00011000,24,10111110,190,,24,190
,,,,,00011000,24,10111111,191,,24,191
,,,,,00011000,24,11011000,216,,24,216
,,,,,00011000,24,11011001,217,,24,217
,,,,,00011000,24,11011010,218,,24,218
,,,,,00011000,24,11011011,219,,24,219
,,,,,00011000,24,11011100,220,,24,220
,,,,,00011000,24,11011101,221,,24,221
,,,,,00011000,24,11011110,222,,24,222
,,,,,00011000,24,11011111,223,,24,223
,,,,,00011000,24,11111000,248,,24,248
,,,,,00011000,24,11111001,249,,24,249
,,,,,00011000,24,11111010,250,,24,250
,,,,,00011000,24,11111011,251,,24,251
,,,,,00011000,24,11111100,252,,24,252
,,,,,00011000,24,11111101,253,,24,253
,,,,,00011000,24,11111110,254,,24,254
,,,,,00011000,24,11111111,255,,24,255
,,,,,00011001,25,00011001,25,,25,25
,,,,,00011001,25,00011011,27,,25,27
,,,,,00011001,25,00011101,29,,25,29
,,,,,00011001,25,00011111,31,,25,31
,,,,,00011001,25,00111001,57,,25,57
,,,,,00011001,25,00111011,59,,25,59
,,,,,00011001,25,00111101,61,,25,61
,,,,,00011001,25,00111111,63,,25,63
,,,,,00011001,25,01011001,89,,25,89
,,,,,00011001,25,01011011,91,,25,91
,,,,,00011001,25,01011101,93,,25,93
,,,,,00011001,25,01011111,95,,25,95
,,,,,00011001,25,01111001,121,,25,121
,,,,,00011001,25,01111011,123,,25,123
,,,,,00011001,25,01111101,125,,25,125
,,,,,00011001,25,01111111,127,,25,127
,,,,,00011001,25,10011001,153,,25,153
,,,,,00011001,25,10011011,155,,25,155
,,,,,00011001,25,10011101,157,,25,157
,,,,,00011001,25,10011111,159,,25,159
,,,,,00011001,25,10111001,185,,25,185
,,,,,00011001,25,10111011,187,,25,187
,,,,,00011001,25,10111101,189,,25,189
,,,,,00011001,25,10111111,191,,25,191
,,,,,00011001,25,11011001,217,,25,217
,,,,,00011001,25,11011011,219,,25,219
,,,,,00011001,25,11011101,221,,25,221
,,,,,00011001,25,11011111,223,,25,223
,,,,,00011001,25,11111001,249,,25,249
,,,,,00011001,25,11111011,251,,25,251
,,,,,00011001,25,11111101,253,,25,253
,,,,,00011001,25,11111111,255,,25,255
,,,,,00011010,26,00011010,26,,26,26
,,,,,00011010,26,00011011,27,,26,27
,,,,,00011010,26,00011110,30,,26,30
,,,,,00011010,26,00011111,31,,26,31
,,,,,00011010,26,00111010,58,,26,58
,,,,,00011010,26,00111011,59,,26,59
,,,,,00011010,26,00111110,62,,26,62
,,,,,00011010,26,00111111,63,,26,63
,,,,,00011010,26,01011010,90,,26,90
,,,,,00011010,26,01011011,91,,26,91
,,,,,00011010,26,01011110,94,,26,94
,,,,,00011010,26,01011111,95,,26,95
,,,,,00011010,26,01111010,122,,26,122
,,,,,00011010,26,01111011,123,,26,123
,,,,,00011010,26,01111110,126,,26,126
,,,,,00011010,26,01111111,127,,26,127
,,,,,00011010,26,10011010,154,,26,154
,,,,,00011010,26,10011011,155,,26,155
,,,,,00011010,26,10011110,158,,26,158
,,,,,00011010,26,10011111,159,,26,159
,,,,,00011010,26,10111010,186,,26,186
,,,,,00011010,26,10111011,187,,26,187
,,,,,00011010,26,10111110,190,,26,190
,,,,,00011010,26,10111111,191,,26,191
,,,,,00011010,26,11011010,218,,26,218
,,,,,00011010,26,11011011,219,,26,219
,,,,,00011010,26,11011110,222,,26,222
,,,,,00011010,26,11011111,223,,26,223
,,,,,00011010,26,11111010,250,,26,250
,,,,,00011010,26,11111011,251,,26,251
,,,,,00011010,26,11111110,254,,26,254
,,,,,00011010,26,11111111,255,,26,255
,,,,,00011011,27,00011011,27,,27,27
,,,,,00011011,27,00011111,31,,27,31
,,,,,00011011,27,00111011,59,,27,59
,,,,,00011011,27,00111111,63,,27,63
,,,,,00011011,27,01011011,91,,27,91
,,,,,00011011,27,01011111,95,,27,95
,,,,,00011011,27,01111011,123,,27,123
,,,,,00011011,27,01111111,127,,27,127
,,,,,00011011,27,10011011,155,,27,155
,,,,,00011011,27,10011111,159,,27,159
,,,,,00011011,27,10111011,187,,27,187
,,,,,00011011,27,10111111,191,,27,191
,,,,,00011011,27,11011011,219,,27,219
,,,,,00011011,27,11011111,223,,27,223
,,,,,00011011,27,11111011,251,,27,251
,,,,,00011011,27,11111111,255,,27,255
,,,,,00011100,28,00011100,28,,28,28
,,,,,00011100,28,00011101,29,,28,29
,,,,,00011100,28,00011110,30,,28,30
,,,,,00011100,28,00011111,31,,28,31
,,,,,00011100,28,00111100,60,,28,60
,,,,,00011100,28,00111101,61,,28,61
,,,,,00011100,28,00111110,62,,28,62
,,,,,00011100,28,00111111,63,,28,63
,,,,,00011100,28,01011100,92,,28,92
,,,,,00011100,28,01011101,93,,28,93
,,,,,00011100,28,01011110,94,,28,94
,,,,,00011100,28,01011111,95,,28,95
,,,,,00011100,28,01111100,124,,28,124
,,,,,00011100,28,01111101,125,,28,125
,,,,,00011100,28,01111110,126,,28,126
,,,,,00011100,28,01111111,127,,28,127
,,,,,00011100,28,10011100,156,,28,156
,,,,,00011100,28,10011101,157,,28,157
,,,,,00011100,28,10011110,158,,28,158
,,,,,00011100,28,10011111,159,,28,159
,,,,,00011100,28,10111100,188,,28,188
,,,,,00011100,28,10111101,189,,28,189
,,,,,00011100,28,10111110,190,,28,190
,,,,,00011100,28,10111111,191,,28,191
,,,,,00011100,28,11011100,220,,28,220
,,,,,00011100,28,11011101,221,,28,221
,,,,,00011100,28,11011110,222,,28,222
,,,,,00011100,28,11011111,223,,28,223
,,,,,00011100,28,11111100,252,,28,252
,,,,,00011100,28,11111101,253,,28,253
,,,,,00011100,28,11111110,254,,28,254
,,,,,00011100,28,11111111,255,,28,255
,,,,,00011101,29,00011101,29,,29,29
,,,,,00011101,29,00011111,31,,29,31
,,,,,00011101,29,00111101,61,,29,61
,,,,,00011101,29,00111111,63,,29,63
,,,,,00011101,29,01011101,93,,29,93
,,,,,00011101,29,01011111,95,,29,95
,,,,,00011101,29,01111101,125,,29,125
,,,,,00011101,29,01111111,127,,29,127
,,,,,00011101,29,10011101,157,,29,157
,,,,,00011101,29,10011111,159,,29,159
,,,,,00011101,29,10111101,189,,29,189
,,,,,00011101,29,10111111,191,,29,191
,,,,,00011101,29,11011101,221,,29,221
,,,,,00011101,29,11011111,223,,29,223
,,,,,00011101,29,11111101,253,,29,253
,,,,,00011101,29,11111111,255,,29,255
,,,,,00011110,30,00011110,30,,30,30
,,,,,00011110,30,00011111,31,,30,31
,,,,,00011110,30,00111110,62,,30,62
,,,,,00011110,30,00111111,63,,30,63
,,,,,00011110,30,01011110,94,,30,94
,,,,,00011110,30,01011111,95,,30,95
,,,,,00011110,30,01111110,126,,30,126
,,,,,00011110,30,01111111,127,,30,127
,,,,,00011110,30,10011110,158,,30,158
,,,,,00011110,30,10011111,159,,30,159
,,,,,00011110,30,10111110,190,,30,190
,,,,,00011110,30,10111111,191,,30,191
,,,,,00011110,30,11011110,222,,30,222
,,,,,00011110,30,11011111,223,,30,223
,,,,,00011110,30,11111110,254,,30,254
,,,,,00011110,30,11111111,255,,30,255
,,,,,00011111,31,00011111,31,,31,31
,,,,,00011111,31,00111111,63,,31,63
,,,,,00011111,31,01011111,95,,31,95
,,,,,00011111,31,01111111,127,,31,127
,,,,,00011111,31,10011111,159,,31,159
,,,,,00011111,31,10111111,191,,31,191
,,,,,00011111,31,11011111,223,,31,223
,,,,,00011111,31,11111111,255,,31,255
,,,,,00100000,32,00100000,32,,32,32
,,,,,00100000,32,00100001,33,,32,33
,,,,,00100000,32,00100010,34,,32,34
,,,,,00100000,32,00100011,35,,32,35
,,,,,00100000,32,00100100,36,,32,36
,,,,,00100000,32,00100101,37,,32,37
,,,,,00100000,32,00100110,38,,32,38
,,,,,00100000,32,00100111,39,,32,39
,,,,,00100000,32,00101000,40,,32,40
,,,,,00100000,32,00101001,41,,32,41
,,,,,00100000,32,00101010,42,,32,42
,,,,,00100000,32,00101011,43,,32,43
,,,,,00100000,32,00101100,44,,32,44
,,,,,00100000,32,00101101,45,,32,45
,,,,,00100000,32,00101110,46,,32,46
,,,,,00100000,32,00101111,47,,32,47
,,,,,00100000,32,00110000,48,,32,48
,,,,,00100000,32,00110001,49,,32,49
,,,,,00100000,32,00110010,50,,32,50
,,,,,00100000,32,00110011,51,,32,51
,,,,,00100000,32,00110100,52,,32,52
,,,,,00100000,32,00110101,53,,32,53
,,,,,00100000,32,00110110,54,,32,54
,,,,,00100000,32,00110111,55,,32,55
,,,,,00100000,32,00111000,56,,32,56
,,,,,00100000,32,00111001,57,,32,57
,,,,,00100000,32,00111010,58,,32,58
,,,,,00100000,32,00111011,59,,32,59
,,,,,00100000,32,00111100,60,,32,60
,,,,,00100000,32,00111101,61,,32,61
,,,,,00100000,32,00111110,62,,32,62
,,,,,00100000,32,00111111,63,,32,63
,,,,,00100000,32,01100000,96,,32,96
,,,,,00100000,32,01100001,97,,32,97
,,,,,00100000,32,01100010,98,,32,98
,,,,,00100000,32,01100011,99,,32,99
,,,,,00100000,32,01100100,100,,32,100
,,,,,00100000,32,01100101,101,,32,101
,,,,,00100000,32,01100110,102,,32,102
,,,,,00100000,32,01100111,103,,32,103
,,,,,00100000,32,01101000,104,,32,104
,,,,,00100000,32,01101001,105,,32,105
,,,,,00100000,32,01101010,106,,32,106
,,,,,00100000,32,01101011,107,,32,107
,,,,,00100000,32,01101100,108,,32,108
,,,,,00100000,32,01101101,109,,32,109
,,,,,00100000,32,01101110,110,,32,110
,,,,,00100000,32,01101111,111,,32,111
,,,,,00100000,32,01110000,112,,32,112
,,,,,00100000,32,01110001,113,,32,113
,,,,,00100000,32,01110010,114,,32,114
,,,,,00100000,32,01110011,115,,32,115
,,,,,00100000,32,01110100,116,,32,116
,,,,,00100000,32,01110101,117,,32,117
,,,,,00100000,32,01110110,118,,32,118
,,,,,00100000,32,01110111,119,,32,119
,,,,,00100000,32,01111000,120,,32,120
,,,,,00100000,32,01111001,121,,32,121
,,,,,00100000,32,01111010,122,,32,122
,,,,,00100000,32,01111011,123,,32,123
,,,,,00100000,32,01111100,124,,32,124
,,,,,00100000,32,01111101,125,,32,125
,,,,,00100000,32,01111110,126,,32,126
,,,,,00100000,32,01111111,127,,32,127
,,,,,00100000,32,10100000,160,,32,160
,,,,,00100000,32,10100001,161,,32,161
,,,,,00100000,32,10100010,162,,32,162
,,,,,00100000,32,10100011,163,,32,163
,,,,,00100000,32,10100100,164,,32,164
,,,,,00100000,32,10100101,165,,32,165
,,,,,00100000,32,10100110,166,,32,166
,,,,,00100000,32,10100111,167,,32,167
,,,,,00100000,32,10101000,168,,32,168
,,,,,00100000,32,10101001,169,,32,169
,,,,,00100000,32,10101010,170,,32,170
,,,,,00100000,32,10101011,171,,32,171
,,,,,00100000,32,10101100,172,,32,172
,,,,,00100000,32,10101101,173,,32,173
,,,,,00100000,32,10101110,174,,32,174
,,,,,00100000,32,10101111,175,,32,175
,,,,,00100000,32,10110000,176,,32,176
,,,,,00100000,32,10110001,177,,32,177
,,,,,00100000,32,10110010,178,,32,178
,,,,,00100000,32,10110011,179,,32,179
,,,,,00100000,32,10110100,180,,32,180
,,,,,00100000,32,10110101,181,,32,181
,,,,,00100000,32,10110110,182,,32,182
,,,,,00100000,32,10110111,183,,32,183
,,,,,00100000,32,10111000,184,,32,184
,,,,,00100000,32,10111001,185,,32,185
,,,,,00100000,32,10111010,186,,32,186
,,,,,00100000,32,10111011,187,,32,187
,,,,,00100000,32,10111100,188,,32,188
,,,,,00100000,32,10111101,189,,32,189
,,,,,00100000,32,10111110,190,,32,190
,,,,,00100000,32,10111111,191,,32,191
,,,,,00100000,32,11100000,224,,32,224
,,,,,00100000,32,11100001,225,,32,225
,,,,,00100000,32,11100010,226,,32,226
,,,,,00100000,32,11100011,227,,32,227
,,,,,00100000,32,11100100,228,,32,228
,,,,,00100000,32,11100101,229,,32,229
,,,,,00100000,32,11100110,230,,32,230
,,,,,00100000,32,11100111,231,,32,231
,,,,,00100000,32,11101000,232,,32,232
,,,,,00100000,32,11101001,233,,32,233
,,,,,00100000,32,11101010,234,,32,234
,,,,,00100000,32,11101011,235,,32,235
,,,,,00100000,32,11101100,236,,32,236
,,,,,00100000,32,11101101,237,,32,237
,,,,,00100000,32,11101110,238,,32,238
,,,,,00100000,32,11101111,239,,32,239
,,,,,00100000,32,11110000,240,,32,240
,,,,,00100000,32,11110001,241,,32,241
,,,,,00100000,32,11110010,242,,32,242
,,,,,00100000,32,11110011,243,,32,243
,,,,,00100000,32,11110100,244,,32,244
,,,,,00100000,32,11110101,245,,32,245
,,,,,00100000,32,11110110,246,,32,246
,,,,,00100000,32,11110111,247,,32,247
,,,,,00100000,32,11111000,248,,32,248
,,,,,00100000,32,11111001,249,,32,249
,,,,,00100000,32,11111010,250,,32,250
,,,,,00100000,32,11111011,251,,32,251
,,,,,00100000,32,11111100,252,,32,252
,,,,,00100000,32,11111101,253,,32,253
,,,,,00100000,32,11111110,254,,32,254
,,,,,00100000,32,11111111,255,,32,255
,,,,,00100001,33,00100001,33,,33,33
,,,,,00100001,33,00100011,35,,33,35
,,,,,00100001,33,00100101,37,,33,37
,,,,,00100001,33,00100111,39,,33,39
,,,,,00100001,33,00101001,41,,33,41
,,,,,00100001,33,00101011,43,,33,43
,,,,,00100001,33,00101101,45,,33,45
,,,,,00100001,33,00101111,47,,33,47
,,,,,00100001,33,00110001,49,,33,49
,,,,,00100001,33,00110011,51,,33,51
,,,,,00100001,33,00110101,53,,33,53
,,,,,00100001,33,00110111,55,,33,55
,,,,,00100001,33,00111001,57,,33,57
,,,,,00100001,33,00111011,59,,33,59
,,,,,00100001,33,00111101,61,,33,61
,,,,,00100001,33,00111111,63,,33,63
,,,,,00100001,33,01100001,97,,33,97
,,,,,00100001,33,01100011,99,,33,99
,,,,,00100001,33,01100101,101,,33,101
,,,,,00100001,33,01100111,103,,33,103
,,,,,00100001,33,01101001,105,,33,105
,,,,,00100001,33,01101011,107,,33,107
,,,,,00100001,33,01101101,109,,33,109
,,,,,00100001,33,01101111,111,,33,111
,,,,,00100001,33,01110001,113,,33,113
,,,,,00100001,33,01110011,115,,33,115
,,,,,00100001,33,01110101,117,,33,117
,,,,,00100001,33,01110111,119,,33,119
,,,,,00100001,33,01111001,121,,33,121
,,,,,00100001,33,01111011,123,,33,123
,,,,,00100001,33,01111101,125,,33,125
,,,,,00100001,33,01111111,127,,33,127
,,,,,00100001,33,10100001,161,,33,161
,,,,,00100001,33,10100011,163,,33,163
,,,,,00100001,33,10100101,165,,33,165
,,,,,00100001,33,10100111,167,,33,167
,,,,,00100001,33,10101001,169,,33,169
,,,,,00100001,33,10101011,171,,33,171
,,,,,00100001,33,10101101,173,,33,173
,,,,,00100001,33,10101111,175,,33,175
,,,,,00100001,33,10110001,177,,33,177
,,,,,00100001,33,10110011,179,,33,179
,,,,,00100001,33,10110101,181,,33,181
,,,,,00100001,33,10110111,183,,33,183
,,,,,00100001,33,10111001,185,,33,185
,,,,,00100001,33,10111011,187,,33,187
,,,,,00100001,33,10111101,189,,33,189
,,,,,00100001,33,10111111,191,,33,191
,,,,,00100001,33,11100001,225,,33,225
,,,,,00100001,33,11100011,227,,33,227
,,,,,00100001,33,11100101,229,,33,229
,,,,,00100001,33,11100111,231,,33,231
,,,,,00100001,33,11101001,233,,33,233
,,,,,00100001,33,11101011,235,,33,235
,,,,,00100001,33,11101101,237,,33,237
,,,,,00100001,33,11101111,239,,33,239
,,,,,00100001,33,11110001,241,,33,241
,,,,,00100001,33,11110011,243,,33,243
,,,,,00100001,33,11110101,245,,33,245
,,,,,00100001,33,11110111,247,,33,247
,,,,,00100001,33,11111001,249,,33,249
,,,,,00100001,33,11111011,251,,33,251
,,,,,00100001,33,11111101,253,,33,253
,,,,,00100001,33,11111111,255,,33,255
,,,,,00100010,34,00100010,34,,34,34
,,,,,00100010,34,00100011,35,,34,35
,,,,,00100010,34,00100110,38,,34,38
,,,,,00100010,34,00100111,39,,34,39
,,,,,00100010,34,00101010,42,,34,42
,,,,,00100010,34,00101011,43,,34,43
,,,,,00100010,34,00101110,46,,34,46
,,,,,00100010,34,00101111,47,,34,47
,,,,,00100010,34,00110010,50,,34,50
,,,,,00100010,34,00110011,51,,34,51
,,,,,00100010,34,00110110,54,,34,54
,,,,,00100010,34,00110111,55,,34,55
,,,,,00100010,34,00111010,58,,34,58
,,,,,00100010,34,00111011,59,,34,59
,,,,,00100010,34,00111110,62,,34,62
,,,,,00100010,34,00111111,63,,34,63
,,,,,00100010,34,01100010,98,,34,98
,,,,,00100010,34,01100011,99,,34,99
,,,,,00100010,34,01100110,102,,34,102
,,,,,00100010,34,01100111,103,,34,103
,,,,,00100010,34,01101010,106,,34,106
,,,,,00100010,34,01101011,107,,34,107
,,,,,00100010,34,01101110,110,,34,110
,,,,,00100010,34,01101111,111,,34,111
,,,,,00100010,34,01110010,114,,34,114
,,,,,00100010,34,01110011,115,,34,115
,,,,,00100010,34,01110110,118,,34,118
,,,,,00100010,34,01110111,119,,34,119
,,,,,00100010,34,01111010,122,,34,122
,,,,,00100010,34,01111011,123,,34,123
,,,,,00100010,34,01111110,126,,34,126
,,,,,00100010,34,01111111,127,,34,127
,,,,,00100010,34,10100010,162,,34,162
,,,,,00100010,34,10100011,163,,34,163
,,,,,00100010,34,10100110,166,,34,166
,,,,,00100010,34,10100111,167,,34,167
,,,,,00100010,34,10101010,170,,34,170
,,,,,00100010,34,10101011,171,,34,171
,,,,,00100010,34,10101110,174,,34,174
,,,,,00100010,34,10101111,175,,34,175
,,,,,00100010,34,10110010,178,,34,178
,,,,,00100010,34,10110011,179,,34,179
,,,,,00100010,34,10110110,182,,34,182
,,,,,00100010,34,10110111,183,,34,183
,,,,,00100010,34,10111010,186,,34,186
,,,,,00100010,34,10111011,187,,34,187
,,,,,00100010,34,10111110,190,,34,190
,,,,,00100010,34,10111111,191,,34,191
,,,,,00100010,34,11100010,226,,34,226
,,,,,00100010,34,11100011,227,,34,227
,,,,,00100010,34,11100110,230,,34,230
,,,,,00100010,34,11100111,231,,34,231
,,,,,00100010,34,11101010,234,,34,234
,,,,,00100010,34,11101011,235,,34,235
,,,,,00100010,34,11101110,238,,34,238
,,,,,00100010,34,11101111,239,,34,239
,,,,,00100010,34,11110010,242,,34,242
,,,,,00100010,34,11110011,243,,34,243
,,,,,00100010,34,11110110,246,,34,246
,,,,,00100010,34,11110111,247,,34,247
,,,,,00100010,34,11111010,250,,34,250
,,,,,00100010,34,11111011,251,,34,251
,,,,,00100010,34,11111110,254,,34,254
,,,,,00100010,34,11111111,255,,34,255
,,,,,00100011,35,00100011,35,,35,35
,,,,,00100011,35,00100111,39,,35,39
,,,,,00100011,35,00101011,43,,35,43
,,,,,00100011,35,00101111,47,,35,47
,,,,,00100011,35,00110011,51,,35,51
,,,,,00100011,35,00110111,55,,35,55
,,,,,00100011,35,00111011,59,,35,59
,,,,,00100011,35,00111111,63,,35,63
,,,,,00100011,35,01100011,99,,35,99
,,,,,00100011,35,01100111,103,,35,103
,,,,,00100011,35,01101011,107,,35,107
,,,,,00100011,35,01101111,111,,35,111
,,,,,00100011,35,01110011,115,,35,115
,,,,,00100011,35,01110111,119,,35,119
,,,,,00100011,35,01111011,123,,35,123
,,,,,00100011,35,01111111,127,,35,127
,,,,,00100011,35,10100011,163,,35,163
,,,,,00100011,35,10100111,167,,35,167
,,,,,00100011,35,10101011,171,,35,171
,,,,,00100011,35,10101111,175,,35,175
,,,,,00100011,35,10110011,179,,35,179
,,,,,00100011,35,10110111,183,,35,183
,,,,,00100011,35,10111011,187,,35,187
,,,,,00100011,35,10111111,191,,35,191
,,,,,00100011,35,11100011,227,,35,227
,,,,,00100011,35,11100111,231,,35,231
,,,,,00100011,35,11101011,235,,35,235
,,,,,00100011,35,11101111,239,,35,239
,,,,,00100011,35,11110011,243,,35,243
,,,,,00100011,35,11110111,247,,35,247
,,,,,00100011,35,11111011,251,,35,251
,,,,,00100011,35,11111111,255,,35,255
,,,,,00100100,36,00100100,36,,36,36
,,,,,00100100,36,00100101,37,,36,37
,,,,,00100100,36,00100110,38,,36,38
,,,,,00100100,36,00100111,39,,36,39
,,,,,00100100,36,00101100,44,,36,44
,,,,,00100100,36,00101101,45,,36,45
,,,,,00100100,36,00101110,46,,36,46
,,,,,00100100,36,00101111,47,,36,47
,,,,,00100100,36,00110100,52,,36,52
,,,,,00100100,36,00110101,53,,36,53
,,,,,00100100,36,00110110,54,,36,54
,,,,,00100100,36,00110111,55,,36,55
,,,,,00100100,36,00111100,60,,36,60
,,,,,00100100,36,00111101,61,,36,61
,,,,,00100100,36,00111110,62,,36,62
,,,,,00100100,36,00111111,63,,36,63
,,,,,00100100,36,01100100,100,,36,100
,,,,,00100100,36,01100101,101,,36,101
,,,,,00100100,36,01100110,102,,36,102
,,,,,00100100,36,01100111,103,,36,103
,,,,,00100100,36,01101100,108,,36,108
,,,,,00100100,36,01101101,109,,36,109
,,,,,00100100,36,01101110,110,,36,110
,,,,,00100100,36,01101111,111,,36,111
,,,,,00100100,36,01110100,116,,36,116
,,,,,00100100,36,01110101,117,,36,117
,,,,,00100100,36,01110110,118,,36,118
,,,,,00100100,36,01110111,119,,36,119
,,,,,00100100,36,01111100,124,,36,124
,,,,,00100100,36,01111101,125,,36,125
,,,,,00100100,36,01111110,126,,36,126
,,,,,00100100,36,01111111,127,,36,127
,,,,,00100100,36,10100100,164,,36,164
,,,,,00100100,36,10100101,165,,36,165
,,,,,00100100,36,10100110,166,,36,166
,,,,,00100100,36,10100111,167,,36,167
,,,,,00100100,36,10101100,172,,36,172
,,,,,00100100,36,10101101,173,,36,173
,,,,,00100100,36,10101110,174,,36,174
,,,,,00100100,36,10101111,175,,36,175
,,,,,00100100,36,10110100,180,,36,180
,,,,,00100100,36,10110101,181,,36,181
,,,,,00100100,36,10110110,182,,36,182
,,,,,00100100,36,10110111,183,,36,183
,,,,,00100100,36,10111100,188,,36,188
,,,,,00100100,36,10111101,189,,36,189
,,,,,00100100,36,10111110,190,,36,190
,,,,,00100100,36,10111111,191,,36,191
,,,,,00100100,36,11100100,228,,36,228
,,,,,00100100,36,11100101,229,,36,229
,,,,,00100100,36,11100110,230,,36,230
,,,,,00100100,36,11100111,231,,36,231
,,,,,00100100,36,11101100,236,,36,236
,,,,,00100100,36,11101101,237,,36,237
,,,,,00100100,36,11101110,238,,36,238
,,,,,00100100,36,11101111,239,,36,239
,,,,,00100100,36,11110100,244,,36,244
,,,,,00100100,36,11110101,245,,36,245
,,,,,00100100,36,11110110,246,,36,246
,,,,,00100100,36,11110111,247,,36,247
,,,,,00100100,36,11111100,252,,36,252
,,,,,00100100,36,11111101,253,,36,253
,,,,,00100100,36,11111110,254,,36,254
,,,,,00100100,36,11111111,255,,36,255
,,,,,00100101,37,00100101,37,,37,37
,,,,,00100101,37,00100111,39,,37,39
,,,,,00100101,37,00101101,45,,37,45
,,,,,00100101,37,00101111,47,,37,47
,,,,,00100101,37,00110101,53,,37,53
,,,,,00100101,37,00110111,55,,37,55
,,,,,00100101,37,00111101,61,,37,61
,,,,,00100101,37,00111111,63,,37,63
,,,,,00100101,37,01100101,101,,37,101
,,,,,00100101,37,01100111,103,,37,103
,,,,,00100101,37,01101101,109,,37,109
,,,,,00100101,37,01101111,111,,37,111
,,,,,00100101,37,01110101,117,,37,117
,,,,,00100101,37,01110111,119,,37,119
,,,,,00100101,37,01111101,125,,37,125
,,,,,00100101,37,01111111,127,,37,127
,,,,,00100101,37,10100101,165,,37,165
,,,,,00100101,37,10100111,167,,37,167
,,,,,00100101,37,10101101,173,,37,173
,,,,,00100101,37,10101111,175,,37,175
,,,,,00100101,37,10110101,181,,37,181
,,,,,00100101,37,10110111,183,,37,183
,,,,,00100101,37,10111101,189,,37,189
,,,,,00100101,37,10111111,191,,37,191
,,,,,00100101,37,11100101,229,,37,229
,,,,,00100101,37,11100111,231,,37,231
,,,,,00100101,37,11101101,237,,37,237
,,,,,00100101,37,11101111,239,,37,239
,,,,,00100101,37,11110101,245,,37,245
,,,,,00100101,37,11110111,247,,37,247
,,,,,00100101,37,11111101,253,,37,253
,,,,,00100101,37,11111111,255,,37,255
,,,,,00100110,38,00100110,38,,38,38
,,,,,00100110,38,00100111,39,,38,39
,,,,,00100110,38,00101110,46,,38,46
,,,,,00100110,38,00101111,47,,38,47
,,,,,00100110,38,00110110,54,,38,54
,,,,,00100110,38,00110111,55,,38,55
,,,,,00100110,38,00111110,62,,38,62
,,,,,00100110,38,00111111,63,,38,63
,,,,,00100110,38,01100110,102,,38,102
,,,,,00100110,38,01100111,103,,38,103
,,,,,00100110,38,01101110,110,,38,110
,,,,,00100110,38,01101111,111,,38,111
,,,,,00100110,38,01110110,118,,38,118
,,,,,00100110,38,01110111,119,,38,119
,,,,,00100110,38,01111110,126,,38,126
,,,,,00100110,38,01111111,127,,38,127
,,,,,00100110,38,10100110,166,,38,166
,,,,,00100110,38,10100111,167,,38,167
,,,,,00100110,38,10101110,174,,38,174
,,,,,00100110,38,10101111,175,,38,175
,,,,,00100110,38,10110110,182,,38,182
,,,,,00100110,38,10110111,183,,38,183
,,,,,00100110,38,10111110,190,,38,190
,,,,,00100110,38,10111111,191,,38,191
,,,,,00100110,38,11100110,230,,38,230
,,,,,00100110,38,11100111,231,,38,231
,,,,,00100110,38,11101110,238,,38,238
,,,,,00100110,38,11101111,239,,38,239
,,,,,00100110,38,11110110,246,,38,246
,,,,,00100110,38,11110111,247,,38,247
,,,,,00100110,38,11111110,254,,38,254
,,,,,00100110,38,11111111,255,,38,255
,,,,,00100111,39,00100111,39,,39,39
,,,,,00100111,39,00101111,47,,39,47
,,,,,00100111,39,00110111,55,,39,55
,,,,,00100111,39,00111111,63,,39,63
,,,,,00100111,39,01100111,103,,39,103
